id,url_id,user,text,created,updated,references
jrBsdquYEeiw3Nv7JoFv_Q,80,ashlvail,This will help when I start building my own digital portfolio. ,2018-08-29 14:33:54.940720,2018-08-29 14:33:54.940720,
jVsjNKuYEeiom999pctWcw,80,kennedyah,"I think it is very important for schools to stress the importance of social media. One dumb post will follow the student for a long time(because things done delete on the internet, right). Students need to think before they post!",2018-08-29 14:33:52.468531,2018-08-29 14:33:52.468531,
MHMtQquYEei-VrcMopRcEA,80,wiobyrne,This is interesting.,2018-08-29 14:31:16.821692,2018-08-29 14:31:16.821692,
lVEFxqUTEeiZIYdKp1gmdA,80,NehaMotghare,kvenrkv,2018-08-21 07:26:55.954518,2018-08-21 07:26:55.954518,
ehzNqKUTEeiLTN_vSVmElA,80,NehaMotghare, jcjd cjw wje jwecdnjknd  fj23fjq,2018-08-21 07:26:10.393136,2018-08-21 07:26:10.393136,
lTDyoJ-9EeiDM9uB3zWJKg,80,zhen,test,2018-08-14 12:28:43.214584,2018-08-14 12:28:43.214584,
1LX69G4FEeijwueMV-Vfqg,80,rachael.coria,Isn't this what we want in education? Students demonstrating learning?,2018-06-12 05:59:55.541347,2018-06-12 05:59:55.541347,
nvsPvG4FEeiKrAdHkNR_Bg,80,rachael.coria,Sounds familiar to the way our professor in ED 654 views grades vs. demonstrating new learning. ,2018-06-12 05:58:25.433838,2018-06-12 05:58:25.433838,
I3rNBm4EEeiWPFPOWm-oJg,80,rachael.coria,"These really could be used across the curriculum, showcasing work and thoughts for all courses. ",2018-06-12 05:47:48.775239,2018-06-12 05:47:48.775239,
uItixm4DEeiNuftIBHdl_Q,80,rachael.coria,"""In order to be intellectually productive..."" this is a very strong claim. ",2018-06-12 05:44:49.219536,2018-06-12 05:44:49.219536,
VaWLCm4DEeii-acRqQBw-g,80,rachael.coria,"This practice about leaving students out of the picture also leaves them not understanding how their data is used, thus the have little to no understanding about the WHY behind sharing online. ",2018-06-12 05:42:03.400268,2018-06-12 05:42:03.400268,
2atTElGdEeiAlh85ie29Xg,80,GeneralResearch,mimic certain narroe area of the major open problems here and there. ,2018-05-07 02:25:03.624149,2018-05-07 02:25:03.624149,
b86k2lGdEeitLCukj-AqwA,80,GeneralResearch,current tracfic control system . ,2018-05-07 02:22:06.050154,2018-05-07 02:22:06.050154,
Xc6gFFGdEei-hp8RKWuiuw,80,GeneralResearch,level of the media attension here and there. ,2018-05-07 02:21:35.849535,2018-05-07 02:21:35.849535,
Ofe4TFGdEeiR0g-JhIuWkA,80,GeneralResearch,other humans here and there. ,2018-05-07 02:20:35.741741,2018-05-07 02:20:35.741741,
FsZ3ZFGdEeiAlDua8P7Gog,80,GeneralResearch,more of internet of things and more and more. ,2018-05-07 02:19:36.683811,2018-05-07 02:19:36.683811,
wh9C_lGcEei-hSO3ejA3Kg,80,GeneralResearch,patterns here and there . ,2018-05-07 02:17:14.593569,2018-05-07 02:17:14.593569,
lF7-_lGcEeiD7T_Fevq1mQ,80,GeneralResearch,data base the distributed systems here and there. ,2018-05-07 02:15:57.911628,2018-05-07 02:15:57.911628,
efpyjFGcEeiyJqNxOyeGKg,80,GeneralResearch,help make decision here and there ML,2018-05-07 02:15:13.643883,2018-05-07 02:15:13.643883,
OulUTFGbEeicUDfzU4skeA,80,GeneralResearch,just early building bridges here and there. ,2018-05-07 02:06:18.389910,2018-05-07 02:06:18.389910,
KJ_6UlGbEeiq5RNDHhPsEQ,80,GeneralResearch,infromation idea algo optimization and much of more . ,2018-05-07 02:05:47.681924,2018-05-07 02:05:47.681924,
9nNyIFGaEeijYnPT3aiSMw,80,GeneralResearch,where the data have arrives here and there. ,2018-05-07 02:04:23.505510,2018-05-07 02:04:23.505510,
3wwjylGaEeitKltIJ5APMA,80,GeneralResearch,new machine arrived. ,2018-05-07 02:03:44.174324,2018-05-07 02:03:44.174324,
ye9l9lGaEeiGTgtOz48xwQ,80,GeneralResearch,there are so many problems here and there. ,2018-05-07 02:03:08.778666,2018-05-07 02:03:08.778666,
r4PFDlGaEeidYl_LZkWWKg,80,GeneralResearch,distract us ,2018-05-07 02:02:24.481490,2018-05-07 02:02:24.481490,
pMR3-FGaEeijYRN_EM_wCg,80,GeneralResearch,many more fo the people are the ones are the phrase ,2018-05-07 02:02:06.459361,2018-05-07 02:02:06.459361,
8b372kcgEeireOsPwIwqmQ,80,klemay,testing - Artificial Intelligence — The Revolution Hasn’t Happened Yet,2018-04-23 18:05:45.104102,2018-04-26 16:11:52.473188,
KBcNTEciEei37BPaWrh4Pg,80,klemay,test - It’s Time for Technology to Serve all Humankind with Unconditional Basic Income,2018-04-23 18:14:26.043338,2018-04-26 16:11:41.097367,
Qz7fzkiiEeiOE1dum119iw,80,klemay,"test - Yes, You Should Delete Facebook",2018-04-25 16:03:58.038185,2018-04-26 16:11:27.611247,
UVTNxklqEeihsns41fm-vA,80,klemay,test - Facebook is not a monopoly,2018-04-26 15:56:01.236190,2018-04-26 16:11:15.601625,
tMMbJv8hEee3P8uNYviS_A,80,eratliff,"The fact you can constantly edit your work, allows you to adapt and change to criticism and review quickly, and the variety of work expands as well.",2018-01-22 03:09:48.805018,2018-01-22 03:09:48.805018,
WVQtTv7pEeeg4Qvh80zsLQ,80,cherishphillips,"Both a digital transcript and a paper form should be submitted. Every teacher grades differently an A for one teacher could honestly be a B-, actually showing the work as well, would offer more insight on the students academic abilities.",2018-01-21 20:26:23.532612,2018-01-21 20:26:23.532612,
7eZl6v7oEeeN-PNCysLm-A,80,cherishphillips,"I believe there needs to be a happy medium, I think it also depends on the class. Some classes need the more traditional grading system while others would benefit using domains.",2018-01-21 20:23:23.370812,2018-01-21 20:23:23.370812,
1Z_17P7nEeeiJqM9mlhvuw,80,cherishphillips,Both of these are equally important.,2018-01-21 20:15:33.135057,2018-01-21 20:15:33.135057,
O1VEsP7nEee72G_10nteKw,80,cherishphillips,"This is still me, after I've used the domains one and off for about 3 semesters",2018-01-21 20:11:14.216513,2018-01-21 20:11:14.216513,
ADaXgP7nEee-fZNomShZ-g,80,cherishphillips,"The freedom with your own domain, allows you to edit it and change your website to be viewed however you wish. Whether you choose to exercise your web design skills or just keep it simple.",2018-01-21 20:09:35.094350,2018-01-21 20:09:35.094350,
dxH_iv7mEeeHWSMDUYQglw,80,cherishphillips,"This seems to be the underlying idea behind the purpose of domain of ones own, although sites like twitter and facebook,  give you the freedom to post. It's not completely up to your discretion, there are various things that breach their code of conduct. While on your own domain, you actually get that freedom.",2018-01-21 20:05:44.952466,2018-01-21 20:05:44.952466,
rhA1XP7lEee-5Y83vuqe4Q,80,cherishphillips,This provides a happy medium,2018-01-21 20:00:07.541401,2018-01-21 20:00:07.541401,
YTbXrv7lEeekgw9PpYF0uQ,80,cherishphillips,"This statement, is 100% correct, everyone needs their own space to develop into their own. Without control over your work, I believe you'll never learn how to do it on your own. You'll forever seek guidance or instruction never, taking risks on your own.",2018-01-21 19:57:58.632840,2018-01-21 19:57:58.632840,
zodK7P7kEeeN8Svbn6Z6WA,80,cherishphillips,"Every class that has ever required the use of umw domains,h has always encouraged the use of the domain even after the class had ended and after we left umw. ",2018-01-21 19:53:52.780313,2018-01-21 19:53:52.780313,
5nfxwP7jEee2_hfFmClInQ,80,cherishphillips,"With the way modern day technology is forever changing, and this being the new digital age, I agree with this statement. ",2018-01-21 19:47:23.454924,2018-01-21 19:47:23.454924,
Ks3_yP7jEeeTPitc8izuXQ,80,cherishphillips,Thought this was interesting given the fact when creating your domain and digital identity many professors have a say in how they expect it. Instead of giving you more control.,2018-01-21 19:42:08.534976,2018-01-21 19:42:08.534976,
XPtc-P7iEee0Fj-bdiODYA,80,cherishphillips,"Very valid points, my only suggestion would be along with having the ability to set your own restrictions for what you want to post. A seminar that would educate students on how and what they post online will affect them would be extremely beneficial.",2018-01-21 19:36:23.188122,2018-01-21 19:40:18.982239,
fuNqBP7iEee_7t9BQZzDXg,80,cherishphillips,"The author, makes her stance clear on the subject before even fully diving into the article. 
",2018-01-21 19:37:20.154352,2018-01-21 19:37:20.154352,
efgh_P0pEeekvxsPWhaTGw,80,taylorelise95,"Show casing our skills, art, etc. whatever it may be is almost critical in the modern day world. The ability to show case it and make it our own through our own domain is a really amazing way to sort of leave our own footsteps in the world and let people outside of our school, family, friends, know we are and know what we are capable of.",2018-01-19 15:00:23.688645,2018-01-19 15:00:23.688645,
Zf63Gv0pEeeZunt2yKPqbg,80,jsoto6500,"It's time that the newer generations start to take ownership of their data, and to view it as tangible, and important information that can be used to hinder, or help them depending on what it holds, and where it's held.",2018-01-19 14:59:50.285828,2018-01-19 14:59:50.285828,
lDpJ2P0oEeeRcYMAJyLBKg,80,bhenders,"Teaching kids about online presence at a young age has its pros and cons. A con is the fact that kids are very immature, and teaching them at a young age gives them a bigger space and higher chance to use that technology inappropriately.",2018-01-19 14:53:58.266659,2018-01-19 14:53:58.266659,
jJF8pv0oEeeP7lfvkOpjLA,80,jsoto6500,"This means, that it gives the student to put a face to their own name online, instead of having instagram, facebook, or some other service do it for them. In complete honesty, DoOO (Domain of One's Own) lets the student learn crucial technological skills that will help them in the future, but also allows them to creatively and independently create and control their digital footprint",2018-01-19 14:53:45.508532,2018-01-19 14:53:45.508532,
-iJXeP0nEeeK8sPJZ5C8OQ,80,jsoto6500,"Something, that i feel the recent net neutrality issue will inevitably disrupt. Without net neutrality, ISP's can slow down the servers that host student's domains, so if an employer sees a student's domain, and either can't connect or is discouraged by the load time, it works against the student. Just another reason to keep net neutrality alive.",2018-01-19 14:49:39.756463,2018-01-19 14:49:39.756463,
iVWDMP0nEee-eadsVHwsHQ,80,jsoto6500,"I agree, now especially when the job market has become more competitive than ever, not only do we need a physical space to be intellectually productive, which the actual college institution provides, but we also need a digital area where we can showcase ourselves.",2018-01-19 14:46:30.235795,2018-01-19 14:46:30.235795,
CxFkvP0nEeecQ8egVzW80w,80,jsoto6500,"Instead of having an employer google you, and have no control in what they see, DoOO at UMW helps us put a foot in-front of our past digital footprint",2018-01-19 14:42:58.734198,2018-01-19 14:42:58.734198,
2T85-v0mEeeRcFtsxskXtA,80,jsoto6500,"When it comes to school services, its true that we don't have much agency. For instance if a school uses a certain service for grading, a student cant opt out of using that service. However when it comes to complimentary services, for instance if a class chooses to use some sort of app or service to help aide in class, i feel like we have more options when it comes to situations like that.There are several third party services and freeware that can be used in place of another service
",2018-01-19 14:41:35.042461,2018-01-19 14:41:35.042461,
P3BCdP0mEeecr5-ZmdYomQ,80,jsoto6500,"Well I don't think there's much students can fight against if a company has in their terms of use that their information may be shared to third parties.
",2018-01-19 14:37:15.795759,2018-01-19 14:37:15.795759,
S8RTwv0bEeeTsgNhH8JoCw,80,ray123,It's important that students have the freedom to express themselves as they see fit and by doing so they will have the opportunity to grow in their academic learning and as an individual.    ,2018-01-19 13:18:53.278903,2018-01-19 13:40:18.686350,
DWTe3P0eEeeWTJ9Ebgx38A,80,ray123,Student learning should extend beyond just the classroom. It should be meaningful and have a personal relevance in their lives. Students should be growing not just academically but also socially. Which is why it is important to preserve there individuality and freedom to express it for themselves.   ,2018-01-19 13:38:36.564866,2018-01-19 13:38:36.564866,
6qr1-P0cEeeO-CuMVK08YA,80,ray123,Having a way for students to see their own growth is very  important and encouraging. Especially because it is not tied to any one school or district so the student will always be able to have it as their very own.   ,2018-01-19 13:30:29.148816,2018-01-19 13:30:29.148816,
YA507P0cEee-cwMk4Qn34g,80,ray123,Schools should be working to help inform and empower students to take steps further in their pursuits and helping them grow as individuals. Not just instilling fear about going online. Instead schools should offer support to give students the opportunities they need.    ,2018-01-19 13:26:36.846297,2018-01-19 13:26:36.846297,
hNefbP0aEeePti_JMWBAXw,80,ray123,If students are the people to which is concerned then it is important that they have a voice as well. Students should be able to bring forth there own viewpoint on what privacy and restrictions they should have. ,2018-01-19 13:13:19.497068,2018-01-19 13:13:19.497068,
RiYdsvzOEeeSQdumEaVYRg,80,ccragun,they have something they can always bring with them and look back at,2018-01-19 04:07:32.535649,2018-01-19 04:07:32.535649,
cEDRpvzNEeePlYND3ZS1Lg,80,ccragun,Its nice how we have access to this now and can add to it whenever we want,2018-01-19 04:01:33.828605,2018-01-19 04:01:33.828605,
LBOfRvzMEeecGivAIHjIFg,80,ccragun,I think its nice that we have this opportunity and we are able to do so much with it,2018-01-19 03:52:29.780417,2018-01-19 03:52:29.780417,
leFKyPzLEeekyfshj7AuYA,80,ccragun,"I knew this existed, but I didn't really know what it was",2018-01-19 03:48:18.031687,2018-01-19 03:48:18.031687,
lObOxvzHEeeYrXNErn_s1w,80,Allison.Bunting,"I do not agree with this method used by some schools. The digital world gives students a freedom of expression. If they punish students due something they found from stalking them online they are teaching that child to shy away from the digital world, which is becoming more and more intertwined with our lives. The schools should not be responsible for monitoring children online - this is a parental duty. ",2018-01-19 03:19:38.315641,2018-01-19 03:19:38.315641,
BCcDVvzHEee40Q__Alb-9w,80,Allison.Bunting,"It is clear that we still do not know the perfect balance between an open, unrestricted internet experience and a closed, restricted internet. At what point do laws hinder our freedom to explore and utilize the internet to our needs and wants? But if the restrictions are for safety, should we be so upset? I wish I had the answer.
",2018-01-19 03:15:35.528583,2018-01-19 03:15:35.528583,
0TwKyPzFEeeX5nefSF3HAA,80,dino96,"This is a nice middle ground that our school has taken
",2018-01-19 03:07:00.542441,2018-01-19 03:07:00.542441,
SnrcOvy7Eeel_BfGIWhhnA,80,kboyer6695,I agree with this statement because looking at my web building skills from when I went to community college until now has increased a lot. This gives me a change to show my work to my family. ,2018-01-19 01:51:39.270770,2018-01-19 01:51:39.270770,
_jyemvy5EeepZgPnfQAlxQ,80,kboyer6695,This is so important because as stated previously in this article having a domain allows students to feel and be creative. ,2018-01-19 01:42:22.154532,2018-01-19 01:42:22.154532,
hWjUmPy5EeeX2lsAZH1yFw,80,kboyer6695,I think we need more restrictions because a lot of us do not think before we post things online especially as young adults. What you post stays with you forever. I agree for the need of more restrictions. ,2018-01-19 01:38:59.399913,2018-01-19 01:38:59.399913,
HskV1vy5Eeevc6cDloM1hg,80,kboyer6695,"I am glad the University I attend allows us to create our own domains. I've used mine for several classes and it has helped me create my own blog. 
",2018-01-19 01:36:07.246956,2018-01-19 01:36:07.246956,
X9YOPPy3EeechI8tkF5H7Q,80,dino96,"I have seen this so many times on all of my social media. Honestly, I can say that I like seeing similar items appear in my feed, in case I want to continue shopping. ",2018-01-19 01:23:37.356960,2018-01-19 01:23:37.356960,
aRM4FvyVEee75PdtiavuYw,80,carlyg,This is a very cool tool for teaching students to be more technologically advanced and aware!,2018-01-18 21:20:29.719436,2018-01-18 21:20:29.719436,
HW4q4vyVEeejyQMR-zVCig,80,carlyg,I didn't know we had this resource!,2018-01-18 21:18:22.996323,2018-01-18 21:18:22.996323,
6XRfkPyUEeeMynfcTX5IKQ,80,carlyg,I often find that there are significantly more advertisements that I notice while I'm at school,2018-01-18 21:16:55.888376,2018-01-18 21:16:55.888376,
0aUYqvyUEeeGpodONZ_b7w,80,carlyg,I should research some of these because I haven't heard any specific examples,2018-01-18 21:16:15.865426,2018-01-18 21:16:15.865426,
aLWPCvyKEeejrwPDPfkzkw,80,johnburke,"This a good look on how the old way of looking at online presence doesn't work. Instead of warning and scaring people into being overly cautious and leaving no digital footprint, it's not better to teach people how to leave a positive digital footprint.",2018-01-18 20:01:44.677768,2018-01-18 20:01:44.677768,
q4grwvyJEeesRqN9wMcRFA,80,johnburke,"This is already a common idea with a lot of people my age, who have been using social media sites such as Twitter or Tumblr where they could design and post what they please. ",2018-01-18 19:56:27.478313,2018-01-18 19:56:27.478313,
772fEvyIEeeZWSOaje_JTQ,80,johnburke,It has to be fully under one's control to really reflect the individuals ideas and creativity.,2018-01-18 19:51:12.358755,2018-01-18 19:51:12.358755,
u6GtNvyIEeeMtJcozP0plg,80,johnburke,"This is important because it lets the student learn the initial knowledge they need to get started, then can continuously apply the new knowledge they learn later on to make a constantly growing and adapting domain. Technologies and Internet change so quickly, it's important that people know how and when to adapt.",2018-01-18 19:49:44.807338,2018-01-18 19:49:44.807338,
GEGHYPyIEee-mu-rHu4kdg,80,johnburke,"In the new digital age, I feel like a confidence and strong understanding of using online mediums to promote oneself is very important. Those who understand this earlier will benefit the most.",2018-01-18 19:45:10.506646,2018-01-18 19:45:10.506646,
H0uWKPyHEee1NaMTjiWqpA,80,cwhite6,"This is a way to show people the progress one has been making in the classroom, by showing what you can do out of the classroom. ",2018-01-18 19:38:13.141251,2018-01-18 19:38:13.141251,
qgjF8vyGEee4DFdkhuLFKw,80,cwhite6,"Shows people actual technology, not playing games or knowing how to work their phone.",2018-01-18 19:34:56.464571,2018-01-18 19:34:56.464571,
XT0zXPyGEeePXDNmfS2cPA,80,cwhite6,"An important paragraph. Students need a place to show their own ideas, and work. The domain is a perfect place to do this. ",2018-01-18 19:32:47.599770,2018-01-18 19:32:47.599770,
JBB5_vyGEeeGiJe0OWMrBw,80,cwhite6,"I feel like a lot of students don't know how lucky students are to get to their own domain name with a .com, .net, or .edu address. If you wanted to make one on your own it would be worth a lot of money. ",2018-01-18 19:31:11.676088,2018-01-18 19:31:11.676088,
SE1DZvyFEeeGBav_Icnb-w,80,cwhite6,"Giving students an option to have their own domain is awesome, and gives people a way to express themselves in their own way online. ",2018-01-18 19:25:02.891080,2018-01-18 19:25:02.891080,
HAQx1PyFEeecVmvZVqLyZA,80,cwhite6,Very good points here that I was not thinking of before. If the students are the one people are worried about then they should be the ones making the choices. ,2018-01-18 19:23:48.546281,2018-01-18 19:23:48.546281,
ZYKvbvyCEee-liv0f0YqFQ,80,tessburroughs,"This is a vital tool for making school engaging and interesting for students, as so many students view school as meaningless. By building their own personal domain, this project allows individuals to pursue the subjects they are passionate about and transcend the boundaries of the classroom to connect their work/ideas with others. ",2018-01-18 19:04:23.121524,2018-01-18 19:04:23.121524,
jAz1yPyBEeepNsvWh7YxTA,80,tessburroughs,"In an age where the notion of privacy is continuously changing, it's important for individuals to possess a space where they feel safe to creatively express themselves and share ideas. ",2018-01-18 18:58:18.641160,2018-01-18 18:58:18.641160,
vwbw8vx_EeenCWNxYTFBHA,80,tessburroughs,"I think this is one of the most important underlying ideas behind the entire Domain of One's Own project - it gives students that may otherwise lack power, control, or autonomy command over their identity and information. ",2018-01-18 18:45:25.170169,2018-01-18 18:45:25.170169,
c5_G7vwLEeeRuItiKjdHaQ,80,cshoeibi,"I find it useful how in a domain blog you can create different tabs for different things, for example I have a friend that has a tab for reading reflections and another for travel reflections.",2018-01-18 04:52:57.027495,2018-01-18 04:52:57.027495,
xeek4PwKEeenEAPkz__T4w,80,cshoeibi,I find that having your own domain is really helpful in reflecting and creating your own ideas and thoughts. ,2018-01-18 04:48:05.715845,2018-01-18 04:48:05.715845,
RwoG1vwKEee4nSPW6vempg,80,cshoeibi,"In the course I took that required us to make our own domain for a blog, the professor encouraged us to keep the blog for years after college because we could turn it into something bigger and develop it more. It also can help with resume building. ",2018-01-18 04:44:32.819802,2018-01-18 04:44:32.819802,
f7AJePwJEeekYxt4VoSFvg,80,cshoeibi,"In my freshman seminar, we were required to create our own domains and write blog posts on all of our readings which was helpful in reflecting and developing writing skills.
",2018-01-18 04:38:58.257300,2018-01-18 04:38:58.257300,
sbE2-vwIEeeW1bPa38wtPA,80,cshoeibi,"I liked how the author gave a direct quote for the article under the title, acting like a thesis statement. ",2018-01-18 04:33:12.814047,2018-01-18 04:33:12.814047,
1ICMHPv-EeesLvfJVcgsKA,80,mallocca,Interesting comparison,2018-01-18 03:22:36.202818,2018-01-18 03:22:36.202818,
mOp9Avv-Eee_iFMwRISU4Q,80,mallocca,I feel like to some extent we already have this through social media. ,2018-01-18 03:20:56.131234,2018-01-18 03:20:56.131234,
OWWSpvv8EeeM3I94DC4gwQ,80,mallocca,I feel like this is the case for most children/young adults. Everything is decided for them in their best interest and they are never asked what would be good for them. ,2018-01-18 03:03:56.967885,2018-01-18 03:03:56.967885,
FXBgBPvvEee7STdr6hsKJQ,80,rshircl2,"This, this, this! There's nothing scholarly I can say here, except that giving the students power over their own platforms should've been obvious years ago.",2018-01-18 01:29:53.181811,2018-01-18 01:29:53.181811,
z30N6vvuEeewyXNuc-ZKVA,80,rshircl2,"Not only a place to write, but a place to live and a place where one can live as themselves with no outside influence. To give students this ability helps them create their online identities in an organic manner.
",2018-01-18 01:27:55.586204,2018-01-18 01:27:55.586204,
jNXT9vvPEeefe2cZeoC5Mg,80,ajammin98,"That's why I haven't really relied much on being on the internet apart from stupid shit. At least, until now...as of the day I've posted this.",2018-01-17 21:44:09.498433,2018-01-17 21:44:09.498433,
eLxbevvOEeeJ-tfiq8HKUQ,80,ajammin98,"And, that's one of the many reasons why I love this school.",2018-01-17 21:36:26.067936,2018-01-17 21:36:26.067936,
K_qaQPvOEeefeVc6DPdufw,80,ajammin98,There he is!,2018-01-17 21:34:17.346529,2018-01-17 21:34:17.346529,
ezXmhPuzEeey1c80-QvoEg,80,lperez3,"Interesting that this is seen as a radical act when students at universities, where allocation of their own domain is primarily seen, are adult students typically ages 18-22. Why would it be any more radical giving a student their own domain versus an adult non-student?",2018-01-17 18:23:13.932959,2018-01-17 18:23:13.932959,
zNWJMvuyEeePQqNpG1WmgQ,80,lperez3,"what is the definition of ""appropriately"" here or in any terms of using the web?",2018-01-17 18:18:21.373872,2018-01-17 18:18:21.373872,
42WH6PuxEeexZlenij_rSQ,80,lperez3,Also awesome because then it is not just a finite tool.,2018-01-17 18:11:49.902086,2018-01-17 18:11:49.902086,
y4R6dvuxEeeiMDsy9G36LA,80,lperez3,"This contrasts the usual decisions to keep students learning partially out of their own hands ""for their own good"" or because it is believed that faculty and administration may know more/better. It brings the students learning and web experience really into their own hands and allow a small act, it may provide momentum in advocating for student created guidelines or safety restrictions on the web.",2018-01-17 18:11:09.800399,2018-01-17 18:11:09.800399,
raw3JPurEee_yx-qPgSrSA,80,racheldacey,and can be easily accessible for different applications,2018-01-17 17:27:22.757221,2018-01-17 17:27:22.757221,
k8Gq4vurEeeoeudRIIVnGg,80,racheldacey,"This is the level that I'm at, maybe a little bit past after all of my visits with the DKC",2018-01-17 17:26:39.273301,2018-01-17 17:26:39.273301,
ZsyhhvurEeeReKez-AShWA,80,racheldacey,"what about yik yak and apps similar to that?
",2018-01-17 17:25:23.883856,2018-01-17 17:25:23.883856,
-jSx-PuqEeesfkNCKen6Cg,80,racheldacey,"But then comes the question, why would you start teaching kids this young about online presence and such? Are we just pressuring kids to become more professional at younger ages?",2018-01-17 17:22:21.719712,2018-01-17 17:22:21.719712,
Jt3OovuqEeeEfRteGVt5Yw,80,racheldacey,"I never thought of this, but yes. My historical research would be hindered as it allows me to see other students work and to be influenced by their ideas and use their bibliographies.",2018-01-17 17:16:27.091106,2018-01-17 17:16:27.091106,
4sVVZvngEeec2ovZdml1sg,80,Octavio_West,Why are these articles so un-conclusive?,2018-01-15 10:43:12.903904,2018-01-15 10:43:12.903904,
h9qL5PngEeeAkwNzAcddQQ,80,Octavio_West,"One has to be careful wishing all these ""services"", nothing in the web is for free, unless you want to lose your ""soul"".",2018-01-15 10:40:40.290313,2018-01-15 10:40:40.290313,
2_Z3wPnfEeeWGWu-lZLYSw,80,Octavio_West,"Because of the nature of the technology being used I think. The web started as a limited medium to share and mark up texts,etc. That is, it started as a number of comments and built up over that structure. The content of such books would have to be referenced, processed and judged to be shared. when bandwidth and other opportunities to share that information appeared, the web turned into a very different medium that those books, more rich in many aspects, wild and limited in others. ",2018-01-15 10:35:52.003154,2018-01-15 10:35:52.003154,
eR_mtPneEeeQkafXeeHy0A,80,Octavio_West,"Key concept, boundaries. One of the issues with the web is it has no end, you can always jump with never ending options, while a book has a finite length, argument, etc. ",2018-01-15 10:25:56.616569,2018-01-15 10:25:56.616569,
-nJsFPnPEeerAzNoH5z7ng,80,a.ste,"For my nanny job, I have to drive over and spend a few hours in different homes across the city. There is absolutely no home, and I have seen at least 300, that does not have books. I am sure the adults inhabiting these households have online personas as well, with big picture stats, but the libraries, however big or small, really do define each of these people.",2018-01-15 08:42:11.179088,2018-01-15 08:42:11.179088,
adV0HPmdEeeA7i_Rkbwhlw,80,tmcgrath,"I feel like a finite ending is implied in the word ""boundedness"" that limits the potential of the book on the web. If bound things have defined beginnings and endings, than any bound thing on the internet cannot continue to fluctuate and grow beyond a certain point. I think that especially with the software available now (say, Hypothes.is) that makes it possible for people to have a conversation about a text that then becomes a permanent part of a text's existence, the boundedness of the text gets called into question. ",2018-01-15 02:40:13.786260,2018-01-15 02:40:13.786260,
JBQltPmcEeevrO9oVtdd3Q,80,tmcgrath,"I'm assuming this is in part to do with the motivation to remain solvent, though? The context here makes it sound as if the publisher's intentions are malicious, but with the current economic models available they're mostly just necessary. ",2018-01-15 02:31:07.193895,2018-01-15 02:31:07.193895,
aRsgWvl9Eeeljl8CjPEcFQ,80,Leena,"Doesn't Goodreads offer this to some extent? True, you cannot ""store"" all the ebooks you have read in one place, but you can track the books you have read and get recommendations for books you must read next.
",2018-01-14 22:51:08.641145,2018-01-14 22:51:08.641145,
wjRgAPgcEeep0jvT4ImI7g,80,aleenadeandra,"This would be tricky as the web is filled with million of users with million of different ideas that may or may not undergo the complex process a book did, especially acquiring and editing. It would just be a bundle of ideas that overlap or even have no connection from one to another.",2018-01-13 04:46:45.667458,2018-01-13 04:46:45.667458,
ml2jyPfOEeeJVbOiSnCatg,80,spruys,"But perhaps they are both still thriving because they have not taken up each other's space. If the web was able to encapsulate all that a book is, then perhaps we would no longer have books in their current tangible form. ",2018-01-12 19:27:17.763437,2018-01-12 19:27:17.763437,
7yfTjvfNEeeE7q8NTse3nw,80,spruys,"In this sense are we no better than the big tech companies mentioned in Dash's article ""Tech and the Fake Market tactic,"" wherein ""the big companies can pick which players in the market get to compete, and issues of network inequality mean people or companies that are privileged enough to be early adopters get unfair advantages""?",2018-01-12 19:22:30.890332,2018-01-12 19:22:30.890332,
tNevUvfMEeeMHlu9yR9Iig,80,spruys,"I have an impulse to see books and online content differently too, but when I force myself to step back I can pick out different things I've read online at different points of my life that transport me back, just as I can with books. While the internet has a different feel to it, it is nothing more than a different medium. It is the content that is important.",2018-01-12 19:13:43.476450,2018-01-12 19:13:43.476450,
GGcihtSwEeeSSTchBDMyqw,80,pguth,,2017-11-29 02:50:44.577595,2017-11-29 02:50:44.577595,
cwQ0ANSvEeeorQP53QrQQw,80,pguth,,2017-11-29 02:46:07.043245,2017-11-29 02:46:07.043245,
wo4hzpMuEeebYa-y9y2AgQ,80,jrleopold,"This allows people to see the intellectual side of you and read your thoughts and opinions, as opposed to Facebook and Instagram which are both for social purposes.",2017-09-06 18:11:09.814663,2017-09-06 18:11:09.814663,
lVkmwpMuEee7tQ9Hdki8Sw,80,jrleopold,The freedom to control their own page encourages students to learn.,2017-09-06 18:09:53.877499,2017-09-06 18:09:53.877499,
-VXpZJJQEeeRFFffngDk6Q,80,cblake,Having an online presence gives students somewhere other than the classroom to express and demonstrate their own ideas and having control over what they say,2017-09-05 15:43:33.284833,2017-09-05 15:43:33.284833,
ofR4_JJQEeeD7P-AMOvq8Q,80,cblake,"Gives students the oppurtunity to have something they can reflect upon, not just grades and assignments",2017-09-05 15:41:06.825607,2017-09-05 15:41:06.825607,
8OOnBJJPEeeyLp9M8qS3Ig,80,cblake,Having a domain is a way for students to express themselves in a different way,2017-09-05 15:36:09.436762,2017-09-05 15:36:09.436762,
qhsiopJPEee7VR8BoJi8FA,80,cblake,technology can help children/teens learn and be able to better comprehend certain things,2017-09-05 15:34:10.958974,2017-09-05 15:34:10.958974,
QFJktpJPEee87Hsf4yESgQ,80,cblake,Students should have the first input since it involves them,2017-09-05 15:31:13.576151,2017-09-05 15:31:13.576151,
